generation,fitness_score
1,2.1009962069150867
2,2.3232994705279992
3,2.421142019725512
4,2.3122600328437897
5,2.4847285027281205
6,2.6656020891364056
7,2.6656020891364056
8,2.738184023752403
9,2.765841185772088
10,2.765841185772088
11,2.765841185772088
12,2.8209982922710015
13,2.8209982922710015
14,2.8269914644981777
15,2.8209982922710015
16,2.7496663074587917
17,3.048537281849518
18,3.1017043219950646
19,3.1017043219950646
20,2.8996866810868447
21,2.9177776377709077
22,2.9452148456953915
23,2.9452148456953915
24,2.959121082556304
25,2.959121008512939
26,2.959120900665535
27,3.1172356054265147
28,3.1172356054265147
29,2.959850118659992
30,2.959850118659992
31,2.0152947468968625
32,3.1298706260207307
33,2.9681419321023057
34,2.9681414449426864
35,3.1298706260207307
36,3.1298706260207307
37,3.117861381425989
38,3.1298706260207307
39,3.311813301341176
40,3.3073651436063702
41,3.3073651436063702
42,3.2971322213154015
43,3.299679427388291
44,3.342565895245349
45,3.3400411796452887
46,3.34004117964529
47,2.7377197748571285
48,3.339087906290249
49,3.3390879062902505
50,3.3865358072170033
51,3.3865358072170033
52,3.3865358072170033
53,3.6535214747896916
54,3.6535214747896916
55,3.6535214747896916
56,3.6535214747896916
57,3.6535214747896916
58,3.6535214747896916
59,3.6535214747896916
60,3.6535214747896916
61,3.6535214747896916
62,3.6535214747896916
63,3.6535214747896916
64,3.6535214747896916
65,3.6535214747896916
66,3.6535214747896916
67,3.6535214747896916
68,3.6535214747896916
69,3.6535214747896916
70,3.6535214747896916
71,3.6535214747896916
72,3.6535214747896916
73,3.6535214747896916
