generation,fitness_score
1,4.77695532486068
2,4.805062138275822
3,4.819676543430135
4,4.837880494045955
5,4.813617400722392
6,4.790346947688766
7,4.8146720725333365
8,4.789242964991023
9,4.789242964991023
10,4.789242964991023
11,4.789270572461233
12,4.789242964991023
13,4.789242964991023
14,4.789244640321081
15,4.789246200545043
16,4.958603170950076
17,4.958603170950076
18,4.958603170950076
19,4.958598074090235
20,4.958599245953859
21,4.958599971004244
22,4.958599410857978
23,4.958599212237765
24,4.958599235502201
25,4.958599235502201
26,4.958599235502201
27,4.958599235502201
28,4.958599235502201
29,4.958599235502201
30,4.958599235502201
31,4.958599235502201
32,4.958599235502201
33,4.958599235502201
34,4.958599235502201
35,4.958599235502201
36,4.958599235502201
