generation,fitness_score
1,1.9860256875649556
2,1.9711234625399874
3,2.0160088155762104
4,2.0160088155762104
5,2.0663915988614687
6,2.1278879049280657
7,2.1278751564768212
8,2.1281619779766285
9,2.2421339098772672
10,2.242266304584435
11,2.2406588581859364
12,2.4117493719801435
13,2.4117493719801435
14,2.4117493719801435
15,2.4117493719801435
16,2.4118704168730427
17,2.4541372711637552
18,2.4541359435583074
19,2.454011190956412
20,2.4546852761669102
21,2.4546856098508725
22,2.4546852629725886
23,2.454685431085209
24,2.454685441738278
25,2.454684941570588
26,2.4546867665526095
27,2.454688867521516
28,2.454688867521516
29,2.454688867521516
30,2.454688867521516
31,2.465819711590311
32,2.473450242733766
33,2.473445170932607
34,2.473871041635558
35,2.4572533483247767
36,2.457271897292088
37,2.457269514436425
38,2.4584357299910953
39,2.4594460499593196
40,2.4589097048781174
41,2.462329714795598
42,2.4621118152411507
43,2.4621120697867274
44,2.462113019921848
45,2.4621129821416523
46,2.4621129821416523
47,1.9706884889952896
48,2.462113834253286
49,2.462113834253286
50,2.462113004215293
51,2.648878501945544
52,2.648879952465233
53,2.648879952465233
54,2.648879952465233
55,2.8958162079191654
56,2.648879952465233
57,2.8681805595980343
58,2.7072429664733315
59,2.8644108961727235
60,2.872579530815218
61,2.8642232471864255
62,2.8642777227448395
63,2.8642777227448395
64,2.8742636709130034
65,2.8742636709130034
66,2.873817721027694
67,2.873121626642585
68,2.8807312944551553
69,2.880741871166032
70,2.875616327141541
71,2.8848594185438667
72,2.881472948272427
73,2.8807418711660078
74,2.880506806951091
75,2.8811611887294135
