generation,fitness_score
1,2.3060962214360075
2,2.575058118023788
3,2.575058118023788
4,2.5750594434638923
5,2.5853320955159775
6,2.6275374284566064
7,2.7340509141118723
8,2.7071678065080644
9,2.7071678065080644
10,2.7527676296457275
11,2.817381408717529
12,2.8173814087175284
13,2.8173814087175284
14,2.817381445528988
15,2.8173814435722186
16,2.8232478683270026
17,2.8982175273635313
18,2.922622702395218
19,2.9326876072031354
20,2.9470624402842063
21,2.965114778302566
22,2.5815373227509895
23,2.965114778302566
24,2.965114778302566
25,2.965114778302566
26,2.9651143413873826
27,2.965114778302566
28,2.965114778302566
29,2.965114778302566
30,2.9651149115747457
31,2.9651144424456217
32,2.965114826453701
33,2.9651149115747457
34,2.9651149115747457
35,2.9651149115747457
36,2.9651149115747457
37,2.9651149115747746
38,2.9651149115747457
39,3.004607427345174
40,3.004607427345174
41,3.004607427345187
42,3.110940982759924
43,3.110940982759924
44,3.110940982759924
45,3.110940982759924
46,3.1029623447345274
47,3.1100180929060737
48,3.2424406018915253
49,3.2424406018915253
50,3.2424406018915253
51,3.237155441778213
52,3.2401266200687373
53,3.241314319848401
54,3.241373667114151
55,3.241329734078976
56,3.2414968727955586
57,3.2414968727955586
58,3.2414968727955586
59,3.2414968727955586
60,3.235682894791214
61,3.2414968727955586
62,2.8108473379480245
63,3.2414968727955586
64,3.2414968727955586
65,3.2414968727955586
66,3.2424406018915253
67,3.241868307145151
68,3.241868307145151
