run,best_fitness,r2,rmse,mse
1,4.999380880631995,0.3709688299482158,56.90085753619285,3237.707588354115
2,4.999380880631995,0.3709688299482158,56.90085753619285,3237.707588354115
3,4.999380880631995,0.3709688299482158,56.90085753619285,3237.707588354115
4,4.999380880631995,0.3709688299482158,56.90085753619285,3237.707588354115
5,4.999380880631995,0.3709688299482158,56.90085753619285,3237.707588354115
