generation,fitness_score
1,2.260001031157822
2,1.8665806092634083
3,2.2248102396034044
4,2.139563663866102
5,2.1829951153374076
6,1.9175403558463595
7,2.603760025017596
8,2.090344966425569
9,2.0848918685415927
10,2.298395585149264
11,1.5159292498639694
12,1.5052656129194637
13,1.5223046937463085
14,4.437005489957996
15,4.438059018737611
16,4.438115078412722
17,4.438059018737611
18,4.8717402952105235
19,2.2225576179097524
20,1.8043468775343239
21,2.2420673284523676
22,4.875378084943128
23,2.3490040471022953
24,4.997063892793728
25,4.86629901669979
26,4.852049792338445
27,1.6804765076933306
28,1.6621133601606708
29,1.6637341051351786
30,5.091115193358437
31,2.0868089953400633
32,2.0965247579798274
33,2.1868499868031495
34,1.972522193357606
35,2.0159032001101638
36,1.9716236494990602
37,2.2308213513451083
38,2.4109306505839805
39,2.4781252746943006
40,2.701290839435609
41,2.156628989009166
42,2.151545673764865
43,1.908952480387141
44,4.085725134372724
45,4.702133009101676
46,1.9751443563476418
47,1.909537600078922
48,2.257343751989384
49,1.9522054624112521
50,1.8990114478165978
