generation,fitness_score
1,2.861063887446708
2,2.903116427110294
3,2.6626232947711084
4,2.8547148688484754
5,2.854726153818463
6,2.851947066043952
7,2.853485543394636
8,2.8584822615024095
9,2.8562079975182386
10,2.8572743837019896
11,2.860155866100547
12,2.8574593834557898
13,2.8574593834557898
14,2.8575793105506357
15,2.8575359852372664
16,2.9540924774893096
17,2.9323402036865156
18,2.9323402036865156
19,2.9323402036865156
20,2.9323402036865156
21,2.9404738619747373
22,2.9432973377087595
23,2.943437772061891
24,2.943437772061891
25,2.9432973377087595
26,2.9502592044373213
27,2.950622611160283
28,2.950622611160283
29,2.950622611160283
30,2.950622611160283
31,2.9745822863142632
32,2.9762123769683155
33,2.9742793471836477
34,2.973721610762795
35,2.9737112326562984
36,2.976295904814811
37,2.98729714879253
38,2.9934125936821463
39,2.9872991052799045
40,2.9872991052799045
41,2.987297657675736
42,2.9952796303263844
43,2.990613293133167
44,2.9943326256209364
45,2.9943325592020713
46,2.998436563227904
47,2.998436505913166
48,2.998436563227904
49,2.9412308454664764
50,2.998436563227904
51,2.998436563227904
52,2.998423165227633
53,2.998423165227633
54,2.998423165227633
55,3.0310299344313907
56,3.013802263627362
57,2.998306543084078
58,3.004999533789097
59,3.004999533789097
60,3.0100204360562626
61,3.0080608388117143
62,3.0072832024946847
63,3.007431774441851
64,3.007319462438339
65,3.00798397153016
66,3.007319462438339
67,3.0076517098489615
68,3.007319462438339
69,3.007319462438339
70,3.007319462438339
71,3.007319462438339
72,3.007319462438339
73,3.0073194624383386
74,3.007319462438339
75,3.0073194624383386
