run,r2,rmse,mse
1,0.3709688299482158,56.90085753619285,3237.707588354115
2,0.3709688299482158,56.90085753619285,3237.707588354115
3,0.3709688299482158,56.90085753619285,3237.707588354115
4,0.3709688299482158,56.90085753619285,3237.707588354115
5,0.3709688299482158,56.90085753619285,3237.707588354115
