generation,fitness_score
1,2.6832103048576914
2,2.415656671764412
3,2.363572724371666
4,1.91383848718539
5,2.4192970910445286
6,2.7309311363495494
7,2.4081063109379053
8,2.6827986047579904
9,2.5548419669043363
10,2.8254761900794505
11,2.6121901089583273
12,2.9387888292843103
13,2.938788795766875
14,2.727084020686483
15,2.7270837978780063
16,2.703731759018224
17,2.4216705975537076
18,2.567910773620348
19,2.6567975962732073
20,2.517871402962587
21,2.534369641998497
22,2.3006715047393014
23,2.839861668919663
24,2.9555670246114074
25,2.832218273572649
26,2.9881383528820655
27,2.7544963197036028
28,2.946054813136036
29,2.640268640016367
30,2.2552372578029107
31,2.3411868438066916
32,2.149113023462547
33,2.3479065333662565
34,2.1381722170812645
35,2.391901174355009
36,2.2920396686996223
37,2.3291678372469367
38,2.7201835123890237
39,2.811938052569893
40,2.6469941695442194
41,2.5835014692020066
42,2.14990354855802
43,2.3838325946150283
44,2.5760432288839503
45,2.474178614423772
46,2.4720072476537642
