generation,fitness_score
1,2.3895167122098915
2,2.398746846114272
3,4.627173562625568
4,4.43891336233379
5,4.43891336233379
6,4.822403860049926
7,4.808095380098425
8,4.820227271481552
9,4.808095380098425
10,4.792822338440157
11,4.8025529668015325
12,4.82148127808283
13,4.758958765078334
14,4.748399111281448
15,4.748399111281448
16,4.748399111281448
17,4.748399111281448
18,4.748399111281448
19,4.748399111281448
20,4.748399111281447
21,4.748399111281447
22,4.748399111281447
23,4.748399111281447
24,4.748399111281447
25,4.748399111281447
26,4.748399111281447
