generation,fitness_score
1,2.2850201748751275
2,2.125428454007803
3,2.1919096165384913
4,2.1074391266755144
5,2.6761996149851273
6,2.185038032682193
7,2.539692419380145
8,2.14953067813596
9,2.34417335050376
10,2.1369892557398664
11,2.1343512161497538
12,2.198102683315983
13,1.6728777739066651
14,1.6480491678886202
15,1.6272001878005002
16,4.550994794472832
17,4.6495791998083105
18,2.105618190399763
19,2.1543410135651793
20,2.1048489230900684
21,2.1191712371224534
22,2.2677972500784334
23,4.82126139286935
24,4.821205693571654
25,1.5501750534722853
26,4.880770282420502
27,4.880770282420502
28,4.480470003055727
29,4.4559793619288826
30,2.2436130385219872
31,2.4409747647694084
32,2.266472209243238
33,3.864006646573455
34,2.37241075744413
35,2.00730854638377
36,2.081786887134489
37,2.189528041132889
38,2.6801414140541144
39,2.187860062029308
40,2.391921399209386
41,2.4265896787215553
42,2.3366509504517268
43,2.4367984859493337
44,2.0175486522087613
45,2.0013165532584773
46,2.293120108101408
