generation,fitness_score
1,2.332247799723614
2,2.620751598554235
3,2.583103135567254
4,2.543821836427153
5,2.402395551367708
6,2.3612042644021174
7,2.5007323011498173
8,2.2974332442471366
9,2.298789830722167
10,2.2311948219931947
11,2.645759189615593
12,2.298050159362424
13,2.3324646717984105
14,2.613385439509279
15,2.157429576464501
16,2.584474475856298
17,2.3151552532844506
18,2.3142740667362207
19,2.5689001516405336
20,2.4232849306850817
21,2.2582525838358243
22,2.147420973491633
23,2.0491152994201847
24,2.31289122398638
25,2.901946297343146
26,2.566272650441083
27,2.109069598660191
28,2.5328338828815915
29,2.5152773885186184
30,2.426400226842989
31,2.206559593699414
32,1.8624522495203357
33,2.1899484109180976
34,2.0830870200023246
35,2.3510345042603684
36,2.282990785961863
37,2.1716549453034655
38,2.1777309990665663
39,2.4672085994434347
40,2.274778772292686
41,2.268029372248188
42,2.1544699238079876
43,2.0972988257790255
44,2.0742324322765464
45,2.6675097178222025
