generation,fitness_score
1,1.8688318750551014
2,1.8555917053611477
3,1.7671350900767095
4,1.8693190400286515
5,2.368640182730907
6,1.8247150974248467
7,1.537201348517007
8,1.717065012992586
9,2.2554142390771204
10,1.5968672606498764
11,1.5858679281722967
12,1.5858679281722967
13,2.0190785703402785
14,1.8357201353036632
15,1.8445017906100158
16,1.8345756563311677
17,2.22706111141464
18,1.9527269502799698
19,1.808413257796894
20,1.6550816535137574
21,1.9567668861387864
22,2.5720596984401896
23,2.2187736773912827
24,1.687240175926767
25,2.124429821950985
26,2.0938764069540508
27,2.6294617224671635
28,2.0944595242972643
29,1.463117662369179
30,1.9617758311936386
31,2.6203499939577366
32,2.722800521919632
33,2.5064211394428217
34,2.363580407877358
35,2.3634166815240802
36,2.1213049729720765
37,1.6827660000970324
38,2.2802076309275012
39,1.6480793930842015
40,2.513698854105225
41,2.410367340250622
42,2.496683855183647
43,1.9439211321960626
44,2.4599346857406736
45,1.6683676627682291
46,2.048912005274572
47,2.2749077424994812
48,2.0860656682984344
49,2.5070581383414097
50,2.5473484742411365
51,2.8520209943177806
52,2.841242232728219
53,2.434867233910104
54,2.417115976143942
55,2.279651923887329
56,1.900383284248016
57,1.9021670185733965
58,4.591328971958961
59,2.077794247308564
60,1.7287801026795409
61,1.7287801026795409
62,1.6684897867216977
63,1.923341808101422
64,1.8274992441203075
65,1.686317397102295
66,1.7670751743582458
67,1.8161260853203172
68,1.8292298132846831
69,1.7180048545094617
70,1.7173767827879265
71,1.6909826957010092
72,2.0041241460519985
73,1.9541832060031201
74,1.9495913359687242
75,1.9408264701600435
76,1.8411541179969522
77,2.024244744465345
78,2.213330056334095
