generation,fitness_score
1,2.081367164848276
2,2.1679864678470615
3,2.1524700645749664
4,4.174308303685771
5,4.710042926079633
6,4.062406602198983
7,4.575997958272975
8,4.575996294103719
9,4.5887738401080425
10,4.584580665793903
11,4.589974653116432
12,4.5893884897580035
13,4.5887738401080425
14,4.8224105796338295
15,4.5893884897580035
16,4.5893884897580035
17,4.641988866402494
18,4.615124223708689
19,4.729257154488376
20,4.919698838547833
21,4.919698838547833
22,4.9300098041272715
23,4.928021881542331
24,4.928021881542331
25,4.928758902134712
26,4.928758902134712
27,4.9288108490074745
28,4.929397868272635
29,4.925582992286561
30,4.925582992286561
31,4.925582992286561
32,4.929960070061125
33,4.953484579878889
34,4.961431548884195
35,4.955992120114929
36,4.955992120114929
37,4.955992120114929
38,4.955992120114929
39,4.955992067943604
40,4.9559920731865965
41,4.9559920731865965
42,4.960630350960803
43,4.960630350960803
44,4.96022993721952
45,4.960229937141158
46,4.960229954129149
47,4.907713663404213
48,4.907713663404213
49,4.793845543255897
50,4.793845543255897
51,4.793845543255897
52,4.794520099936415
53,4.7938455432558955
54,4.793845543255897
