generation,fitness_score
1,2.7694085560300663
2,2.4339302496693818
3,2.6660012697241138
4,2.6710336383383098
5,2.6710336383383098
6,2.6710336383383098
7,2.6710336118143894
8,2.6710335926335316
9,2.6843857991472886
10,2.960883694608603
11,2.7382750613151186
12,2.738274957090157
13,2.7382750285832573
14,2.7690305350284072
15,2.833240164963192
16,2.976208793532668
17,3.0785957702660958
18,3.0208240962960287
19,3.145489433973003
20,3.1181480842556457
21,3.139452338789546
22,3.0700288173814516
23,3.157575723523732
24,3.1859192070626974
25,3.1804031507374657
26,3.198110666256768
27,3.198040490636127
28,3.198208009211386
29,3.198110666256768
30,2.9477152715964285
31,3.1981969782429958
32,3.1981969782429958
33,3.19819536236331
34,3.198188667436075
35,3.1981836194381468
36,3.198189464676386
37,3.1981894646763878
38,3.19819536236331
39,3.19819536236331
40,3.19819536236331
41,3.19819536236331
42,3.19819536236331
43,3.19819536236331
44,3.19819536236331
45,3.1982080092113865
46,3.1982080092113865
47,3.19819536236331
48,3.17416037444687
49,3.1981985106951636
50,3.1982080092113865
51,3.1981985106951636
52,3.1982080092113865
53,3.1982003003216892
54,3.1982069277544625
55,3.1982069277544625
56,3.1982069277544625
57,3.1982069277544625
58,3.1982069277544625
59,2.813632714728069
60,3.1982069277544625
61,3.1982069277544625
62,3.1982069277544625
63,3.1982069277544625
64,3.198207731034408
65,3.1982069277544625
